Jarea,JcomSize,JcomType,Jcompany,Jdb,Jeducation,Jexperience,JhireCount,JmaxSalary,JminSalary,Jname,JpayTimes,Jrequirements,Jsalary,Jtag,Jtype,Jwelfare
云南-,10-50,私营/民营企业,云南泰勘地理信息工程有限公司,,不限学历 ,不限经验,,4.5,3.0,档案整理、档案数字化加工人员,,,,建筑/房地产/物业/装潢,,
江西-萍乡,10-50,私营/民营企业,学通教育,,本科学历 ,不限经验,招聘1-5,4.5,3.0,行政专员/助理,,,,教育/培训/学术/科研,,
云南-,1000,私营/民营企业,福建速泊停车服务有限公司,,大专学历 ,不限经验,,4.5,3.0,销售专员,,,,生活服务,,
内蒙古-呼和浩特,10-50,私营/民营企业,内蒙古思睿达工程项目管理有限公司,,本科学历 ,不限经验,招聘1-5,0,0,招标专员,,,,建筑/房地产/物业/装潢,,
安徽-安庆,10-50,私营/民营企业,昆明前程教育,,大专学历 ,不限经验,招聘1-5,10.0,8.0,招生宣传部经理,,,,教育/培训/学术/科研,,
云南-,200-500,私营/民营企业,昆明远投房地产经纪有限公司,,大专学历 ,不限经验,招聘1-5,6.0,4.5,短视频主持人,,,,建筑/房地产/物业/装潢,,
云南-昭通,50-200,私营/民营企业,云南朔铭电力工程有限公司,,大专学历 ,不限经验,招聘1-5,0,0,电力设计专员,,,,电力/水利/能源/矿产,,
云南-大理,50-200,私营/民营企业,大理银河房地产开发有限公司,,大专学历 ,不限经验,招聘1-5,4.5,3.0,出纳,,,,建筑/房地产/物业/装潢,,
云南-昆明,500-1000,,湖北美和易思教育科技有限公司,,本科学历 ,不限经验,招聘1-5,15.0,10.0,学术主任,,,,教育/培训/学术/科研,,
云南-曲靖,500-1000,私营/民营企业,云南索通云铝炭材料有限公司,,大专学历 ,不限经验,招聘1-5,4.5,3.0,网络工程师,,,,电力/水利/能源/矿产,,
云南-丽江,10-50,私营/民营企业,环亚培训,,大专学历 ,不限经验,招聘1-5,4.5,3.0,会计,,,,教育/培训/学术/科研,,
云南-丽江,50-200,私营/民营企业,丽江大然维康电子商务有限公司,,不限学历 ,不限经验,招聘1-5,4.5,3.0,营业员/店员,,,,互联网/电子商务/游戏,,
内蒙古-阿拉善盟,10-50,事业单位,北京伯乐英才国际人力资源有限公司,,本科学历 ,不限经验,招聘1-5,8.0,6.0,高薪兼职阿拉善代理,,,,人才交流/中介/人力资源,,
辽宁-阜新,10-50,私营/民营企业,云南五坤谷,,不限学历 ,不限经验,招聘1-5,6.0,4.5,综合维修工,,,,互联网/电子商务/游戏,,
云南-,200-500,私营/民营企业,中经国际招标集团有限公司云南分公司,,大专学历 ,不限经验,,4.5,3.0,招标专员,,,,建筑/房地产/物业/装潢,,
云南-昆明,10-50,私营/民营企业,云南尼黄教育信息咨询有限公司,,高中学历 ,不限经验,,4.5,3.0,高速收费员,,,,教育/培训/学术/科研,,
云南-,10-50,私营/民营企业,昆明昭盛房地产经纪有限公司,,高中学历 ,不限经验,,15.0,10.0,销售人员,,,,建筑/房地产/物业/装潢,,
云南-昆明,1000,股份制企业,昭通正道中学,,大专学历 ,不限经验,招聘1-5,4.5,3.0,后勤办公室文员,,,,教育/培训/学术/科研,,
云南-,10-50,私营/民营企业,昆明昭盛房地产经纪有限公司,,高中学历 ,不限经验,招聘5-10,10.0,8.0,销售代表,,,,建筑/房地产/物业/装潢,,
云南-玉溪,10-50,其他,云南绿竹房地产开发有限公司,,本科学历 ,不限经验,招聘1-5,0,0,造价师/预算师,,,,建筑/房地产/物业/装潢,,
云南-红河,500-1000,私营/民营企业,云南宏斌绿色食品集团有限公司,,大专学历 ,不限经验,招聘1-5,0,0,行政主管,,,,快速消费品,,
云南-,200-500,股份制企业,云南交换空间装饰工程有限公司,,不限学历 ,不限经验,招聘1-5,4.5,3.0,材料文员,,,,建筑/房地产/物业/装潢,,
云南-曲靖,50-200,股份制企业,曲靖市富源阳光医院,,大专学历 ,不限经验,招聘1-5,15.0,10.0,普外科医生,,,,医疗/保健/美容/卫生,,
云南-,1000,外商独资企业,昆明统一企业食品有限公司,,中专学历 ,不限经验,招聘1-5,4.5,3.0,销售服务,,,,快速消费品,,
广东-广州,10-50,事业单位,广州市荣奕盈贸易发展有限公司,,不限学历 ,不限经验,,8.0,3.0,业务员,,,,医疗/保健/美容/卫生,,
广东-广州,10-50,事业单位,广州市荣奕盈贸易发展有限公司,,不限学历 ,不限经验,,60.0,10.0,临床医药代表,,,,医疗/保健/美容/卫生,,
广东-广州,10-50,事业单位,广州市荣奕盈贸易发展有限公司,,不限学历 ,不限经验,,5.0,2.5,电话客服,,,,医疗/保健/美容/卫生,,
河南-商丘,500-1000,股份制企业,商丘辰客网络科技有限公司,,大专学历 ,1年以上经验,,7.0,4.0,天猫客服主管4k- -7k,,,,互联网/电子商务/游戏,,
河南-商丘,500-1000,股份制企业,商丘辰客网络科技有限公司,,大专学历 ,1年以上经验,,5.0,4.0,天猫客服组长4k- -6k,,,,互联网/电子商务/游戏,,
河南-商丘,500-1000,股份制企业,商丘辰客网络科技有限公司,,不限学历 ,不限经验,,5.0,3.0,天猫在线客服3k- --4k，纯客服不推广,,,,互联网/电子商务/游戏,,
广东-深圳,10-50,私营/民营企业,深圳市云聊科技有限公司,,大专学历 ,2年以上经验,招聘若干,50.0,25.0,项目合伙人,,,,互联网/电子商务/游戏,,
天津-天津,10-50,私营/民营企业,深圳市云聊科技有限公司,,大专学历 ,不限经验,招聘5-10,50.0,25.0,合伙人,,,,互联网/电子商务/游戏,,
山东-潍坊,50-200,私营/民营企业,高密龙诚机械科技有限公司,,本科学历 ,1年以上经验,,9.0,4.0,机械设计,,,,生产/制造/加工,,
广东-珠海,50-200,股份制企业,珠海市华雅电子商务有限公司,,中专学历 ,应届毕业生经验,招聘5-10,6.0,3.0,网络营销实习生（无经验也可）,,,,互联网/电子商务/游戏,,
广东-珠海,50-200,股份制企业,珠海市华雅电子商务有限公司,,中专学历 ,不限经验,招聘5-10,6.5,4.0,网络销售（氛围好福利好）,,,,互联网/电子商务/游戏,,
广东-深圳,10-50,私营/民营企业,鸿腾辉科技有限公司,,不限学历 ,不限经验,招聘若干,6.0,5.0,手机app试用员（随时可做）,,,,互联网/电子商务/游戏,,
山东-潍坊,50-200,私营/民营企业,高密龙诚机械科技有限公司,,大专学历 ,1年以上经验,,20.0,6.0,营销经理,,,,生产/制造/加工,,
江苏-淮安,500-1000,私营/民营企业,沭阳冬早来商贸有限公司,,不限学历 ,不限经验,,8.0,5.0,直招美团外卖送餐员高薪,,,,娱乐休闲/餐饮/服务,,
江苏-淮安,500-1000,私营/民营企业,沭阳冬早来商贸有限公司,,不限学历 ,不限经验,全勤奖,9.0,5.0,送餐员,,,,娱乐休闲/餐饮/服务,,
云南-昆明,50-200,私营/民营企业,鑫美妍清洁服务官方,,不限学历 ,1年以上经验,,5.0,2.8,休闲体验馆服务销售员,,,,建筑/房地产/物业/装潢,,
重庆-重庆,200-500,私营/民营企业,重庆中世纪行房地产经纪有限公司腾龙大道二分公司,,不限学历 ,不限经验,,8.0,4.0,房地产销售,,,,建筑/房地产/物业/装潢,,
重庆-重庆,200-500,私营/民营企业,重庆中世纪行房地产经纪有限公司腾龙大道二分公司,,不限学历 ,不限经验,,8.0,4.0,房产销售,,,,建筑/房地产/物业/装潢,,
重庆-重庆,200-500,私营/民营企业,重庆中世纪行房地产经纪有限公司腾龙大道二分公司,,不限学历 ,不限经验,,8.0,4.0,新房，二手房销售,,,,建筑/房地产/物业/装潢,,
山西-太原,10-50,私营/民营企业,北京聚仁诚成教育科技有限公司,,大专学历 ,不限经验,,20.0,5.0,中铁中建直签技术工程师,,,,教育/培训/学术/科研,,
山西-太原,10-50,私营/民营企业,北京聚仁诚成教育科技有限公司,,不限学历 ,不限经验,包住,20.0,2.5,招聘招生老师,,,,教育/培训/学术/科研,,
江西-抚州,50-200,私营/民营企业,江西勇业铜业有限公司,,大专学历 ,不限经验,,0,0,会计,,,,生产/制造/加工,,
上海-上海,500-1000,国有企业,中国人寿保险股份有限公司上海市徐汇贺阀路第二营销服,,不限学历 ,不限经验,招聘若干,20.0,10.0,保险顾问,,,,保险,,
上海-上海,500-1000,国有企业,中国人寿保险股份有限公司上海市徐汇贺阀路第二营销服,,不限学历 ,不限经验,招聘若干,30.0,20.0,销售专员,,,,保险,,
河南-郑州,50-200,私营/民营企业,河南运昶供应链管理有限公司,,不限学历 ,不限经验,招聘1-5,16.0,12.0,诚招合作4米2带车司机,,,,交通/运输/物流/快递,,
河南-郑州,50-200,私营/民营企业,河南运昶供应链管理有限公司,,不限学历 ,不限经验,招聘1-5,16.0,12.0,4米2带车司机签合同保底一万二/月,,,,交通/运输/物流/快递,,
云南-昆明,10-50,私营/民营企业,阳睿旅游咨询,,大专学历 ,不限经验,,15.0,10.0,旅游电商运营/马蜂窝/途牛运营,,,,旅游/酒店,,
云南-,10-50,私营/民营企业,昆明市五华区应和教育培训学校,,大专学历 ,不限经验,招聘1-5,8.0,6.0,资料员,,,,教育/培训/学术/科研,,
云南-,10-50,私营/民营企业,云南华益工程造价咨询有限公司,,大专学历 ,不限经验,,0,0,土建、安装、公路造价员,,,,建筑/房地产/物业/装潢,,
云南-普洱,50-200,股份制企业,西盟三江并流农业开发有限公司,,高中学历 ,不限经验,招聘1-5,6.0,4.5,装载机修理,,,,农/林/牧/副/渔业,,
云南-保山,10-50,私营/民营企业,睿博装饰,,不限学历 ,不限经验,,4.5,3.0,销售,,,,建筑/房地产/物业/装潢,,
云南-,10-50,私营/民营企业,云南绿森林装饰工程有限公司,,不限学历 ,不限经验,,6.0,4.5,电话销售,,,,建筑/房地产/物业/装潢,,
云南-德宏,200-500,私营/民营企业,重庆晓月物业管理有限公司盈江分公司,,不限学历 ,不限经验,招聘1-5,8.0,6.0,塔吊工,,,,建筑/房地产/物业/装潢,,
浙江-丽水,200-500,私营/民营企业,云南海纳门业有限公司,,大专学历 ,不限经验,招聘1-5,4.5,3.0,仓库管理员,,,,建筑/房地产/物业/装潢,,
云南-玉溪,10-50,股份制企业,百信医药,,大专学历 ,不限经验,招聘1-5,4.5,3.0,业务员,,,,医疗/保健/美容/卫生,,
云南-,50-200,私营/民营企业,云南科安项目咨询有限公司,,大专学历 ,不限经验,招聘1-5,4.5,3.0,招标项目经理助理,,,,其他行业,,
云南-昆明,10-50,私营/民营企业,阳睿旅游咨询,,大专学历 ,不限经验,招聘1-5,15.0,10.0,旅游产品运营经理,,,,旅游/酒店,,
云南-大理,10-50,私营/民营企业,大理中誉商贸有限公司,,本科学历 ,不限经验,招聘1-5,4.5,3.0,德国都芳漆客户专员,,,,广告/公关/设计/市场/会展,,
云南-玉溪,10-50,私营/民营企业,维高机器人中心,,本科学历 ,不限经验,,4.5,3.0,小学/幼教/早教,,,,教育/培训/学术/科研,,
江西-萍乡,50-200,私营/民营企业,昆公培训云南分校,,中专学历 ,不限经验,,4.5,3.0,培训学校市场人员,,,,教育/培训/学术/科研,,
内蒙古-呼和浩特,500-1000,,内蒙古鑫远建筑安装工程有限公司,,大专学历 ,不限经验,招聘1-5,0,0,会计,,,,建筑/房地产/物业/装潢,,
云南-,50-200,私营/民营企业,云南昱穹科技有限公司,,大专学历 ,不限经验,招聘1-5,15.0,10.0,招商经理,,,,互联网/电子商务/游戏,,
云南-,10-50,私营/民营企业,鲲鹏建设集团有限公司,,本科学历 ,10年以上经验,招聘1-5,10.0,8.0,技术总工,,,,建筑/房地产/物业/装潢,,
云南-,10-50,私营/民营企业,丽江古道印象,,大专学历 ,不限经验,招聘1-5,4.5,3.0,人事行政,,,,广告/公关/设计/市场/会展,,
云南-德宏,50-200,私营/民营企业,云南瑞和锦程实业股份有限公司,,大专学历 ,不限经验,招聘1-5,6.0,4.5,人事专员（陇川）,,,,批发零售,,
天津-天津,500-1000,私营/民营企业,成都企昊知科技有限公司,,高中学历 ,不限经验,招聘5-10,8.0,6.0,研发工程师助理,,,,生产/制造/加工,,
云南-昆明,10-50,私营/民营企业,昆明南亚华丰门业,,不限学历 ,不限经验,招聘1-5,4.5,3.0,会计,,,,建筑/房地产/物业/装潢,,
云南-玉溪,10,私营/民营企业,玉溪凯晨汽车贸易有限责任公司,,不限学历 ,不限经验,,6.0,4.5,汽车销售,,,,汽车/摩托车/零配件,,
云南-大理,10-50,私营/民营企业,大理快合财税咨询服务有限公司,,大专学历 ,不限经验,招聘1-5,8.0,6.0,商务经理,,,,互联网/电子商务/游戏,,
云南-曲靖,1000,,曲靖市沾益区第二中学,,本科学历 ,不限经验,,0,0,高中语文教师,,,,教育/培训/学术/科研,,
山西-临汾,50-200,私营/民营企业,丽江嘉融财务咨询有限公司,,高中学历 ,不限经验,招聘1-5,4.5,3.0,客户经理,,,,其他行业,,
云南-大理,50-200,股份制企业,大理吴氏嘉美医疗美容有限责任公司,,不限学历 ,不限经验,,0,0,市场拓展,,,,医疗/保健/美容/卫生,,
云南-,50-200,私营/民营企业,云南昱穹科技有限公司,,不限学历 ,不限经验,,8.0,6.0,市场专员,,,,互联网/电子商务/游戏,,
云南-曲靖,10-50,私营/民营企业,云南世通汽车配件制造有限公司,,不限学历 ,不限经验,招聘1-5,6.0,4.5,汽车配件生产技术总监,,,,汽车/摩托车/零配件,,
云南-昆明,10-50,私营/民营企业,佳美荟美容美眼六分店,,高中学历 ,不限经验,,3.0,2.0,美容师,,,,医疗/保健/美容/卫生,,
云南-,200-500,私营/民营企业,乌托童画,,高中学历 ,不限经验,招聘1-5,4.5,3.0,保洁,,,,文体/影视/艺术,,
云南-昆明,10-50,私营/民营企业,阳睿旅游咨询,,大专学历 ,不限经验,,8.0,6.0,产品运营,,,,旅游/酒店,,
云南-昆明,10-50,私营/民营企业,南京名仕人力云南分公司,,不限学历 ,不限经验,,6.0,4.5,招聘专员,,,,人才交流/中介/人力资源,,
云南-,10-50,股份制企业,大连市市政设计研究院有限责任公司云南分公司,,不限学历 ,不限经验,,6.0,4.5,给排水工程设计师,,,,家居/家具/室内设计,,
广东-揭阳,50-200,私营/民营企业,昭通讯尔,,不限学历 ,不限经验,招聘1-5,2.0,1.5,卫生打扫,,,,电子/微电子技术/半导体,,
云南-曲靖,10-50,私营/民营企业,曲靖市麒麟区柯宁文具店,,不限学历 ,不限经验,招聘1-5,3.0,2.0,送货员/业务员,,,,批发零售,,
天津-天津,500-1000,私营/民营企业,昆明雪兰牛奶有限责任公司,,本科学历 ,不限经验,,4.5,3.0,雪兰包装员,,,,快速消费品,,
内蒙古-赤峰,500-1000,,内蒙古鑫远建筑安装工程有限公司,,大专学历 ,不限经验,招聘1-5,0,0,材料会计,,,,建筑/房地产/物业/装潢,,
云南-昆明,200-500,私营/民营企业,云南海纳门业有限公司,,大专学历 ,不限经验,招聘1-5,6.0,4.5,工程项目管理/经理,,,,建筑/房地产/物业/装潢,,
内蒙古-赤峰,500-1000,,内蒙古鑫远建筑安装工程有限公司,,大专学历 ,不限经验,招聘1-5,0,0,材料统计员,,,,建筑/房地产/物业/装潢,,
内蒙古-呼和浩特,500-1000,,内蒙古鑫远建筑安装工程有限公司,,大专学历 ,不限经验,招聘1-5,0,0,测量员,,,,建筑/房地产/物业/装潢,,
浙江-丽水,200-500,私营/民营企业,云南海纳门业有限公司,,大专学历 ,不限经验,招聘1-5,6.0,4.5,人事行政主管,,,,建筑/房地产/物业/装潢,,
山西-临汾,50-200,私营/民营企业,丽江嘉融财务咨询有限公司,,大专学历 ,不限经验,招聘1-5,3.0,2.0,行政专员,,,,其他行业,,
内蒙古-呼和浩特,10-50,私营/民营企业,内蒙古信成科技有限公司,,本科学历 ,不限经验,,6.0,4.0,商务主管,,,,计算机软件业,,
内蒙古-呼和浩特,500-1000,,内蒙古鑫远建筑安装工程有限公司,,大专学历 ,不限经验,招聘1-5,0,0,资质专员,,,,建筑/房地产/物业/装潢,,
天津-天津,500-1000,私营/民营企业,成都企昊知科技有限公司,,本科学历 ,不限经验,,8.0,6.0,产品质检员包食宿,,,,生产/制造/加工,,
天津-天津,500-1000,私营/民营企业,成都企昊知科技有限公司,,本科学历 ,不限经验,,8.0,6.0,工厂搬运工/装卸工,,,,生产/制造/加工,,
云南-西双版纳,10-50,私营/民营企业,云南庚年小蜀甜品有限公司,,不限学历 ,不限经验,招聘1-5,6.0,4.5,西点师/甜品师,,,,快速消费品,,
云南-红河,10-50,集体企业,红河创森高原特色农业开发有限公司,,大专学历 ,不限经验,招聘1-5,3.0,2.0,行政专员/助理,,,,农/林/牧/副/渔业,,
云南-昆明,10-50,私营/民营企业,云南腾电,,大专学历 ,不限经验,招聘1-5,6.0,4.5,会计,,,,电力/水利/能源/矿产,,
山西-临汾,50-200,私营/民营企业,丽江嘉融财务咨询有限公司,,不限学历 ,不限经验,招聘1-5,4.5,3.0,财税客户经理,,,,其他行业,,
云南-丽江,10,私营/民营企业,福建保和建设有限公司,,大专学历 ,不限经验,招聘1-5,15.0,10.0,景观工程师,,,,建筑/房地产/物业/装潢,,
云南-昆明,50-200,私营/民营企业,浦思金融云南分公司,,不限学历 ,不限经验,,4.5,3.0,现场勘察专员（昆明）,,,,金融业/银行,,
天津-天津,500-1000,私营/民营企业,成都企昊知科技有限公司,,本科学历 ,不限经验,,8.0,6.0,工厂电工学徒,,,,生产/制造/加工,,
云南-玉溪,10-50,股份制企业,百信医药,,本科学历 ,不限经验,招聘1-5,3.0,2.0,软件工程师,,,,医疗/保健/美容/卫生,,
云南-,50-200,私营/民营企业,大华会计师事务所（特殊普通合伙）云南分所,,本科学历 ,不限经验,招聘1-5,4.5,3.0,行政专员,,,,其他行业,,
云南-德宏,200-500,私营/民营企业,重庆晓月物业管理有限公司盈江分公司,,高中学历 ,不限经验,招聘1-5,8.0,6.0,资料员,,,,建筑/房地产/物业/装潢,,
辽宁-阜新,10-50,私营/民营企业,云南仁海工程造价咨询有限公司,,大专学历 ,不限经验,,0,0,公路造价人员,,,,建筑/房地产/物业/装潢,,
山西-临汾,50-200,私营/民营企业,丽江嘉融财务咨询有限公司,,不限学历 ,不限经验,,6.0,4.5,销售客服,,,,其他行业,,
山西-临汾,50-200,私营/民营企业,丽江嘉融财务咨询有限公司,,不限学历 ,不限经验,招聘5-10,6.0,4.5,职业销售顾问,,,,其他行业,,
云南-昆明,10-50,私营/民营企业,云南舒途建筑工程有限公司,,不限学历 ,不限经验,招聘1-5,0,0,沥青路面项目负责人,,,,建筑/房地产/物业/装潢,,
云南-西双版纳,200-500,私营/民营企业,西双版纳海诚旅游发展有限公司,,大专学历 ,不限经验,招聘1-5,8.0,6.0,文案专员,,,,旅游/酒店,,
云南-曲靖,10-50,私营/民营企业,云南世通汽车配件制造有限公司,,不限学历 ,不限经验,招聘1-5,4.5,3.0,CAD/UG制图设计,,,,汽车/摩托车/零配件,,
山西-临汾,50-200,私营/民营企业,丽江嘉融财务咨询有限公司,,高中学历 ,不限经验,招聘1-5,8.0,6.0,渠道经理,,,,其他行业,,
云南-,50-200,私营/民营企业,昆明顺隆汽车维修有限公司,,不限学历 ,不限经验,,4.5,3.0,汽车维修中工,,,,汽车/摩托车/零配件,,
云南-昆明,1000,股份制企业,云南中旺旅游有限公司,,高中学历 ,不限经验,,4.5,3.0,储备店长,,,,娱乐休闲/餐饮/服务,,
云南-,50-200,私营/民营企业,云南炬鑫康利科技服务有限公司,,大专学历 ,不限经验,,4.5,3.0,行政专员/助理,,,,生活服务,,
云南-红河,1000,集体企业,云南红河投资有限公司,,本科学历 ,不限经验,招聘1-5,4.5,3.0,纪检监察专员,,,,建筑/房地产/物业/装潢,,
云南-楚雄,50-200,私营/民营企业,楚雄怡宁心理康复医院,,本科学历 ,不限经验,招聘1-5,0,0,心理医生,,,,医疗/保健/美容/卫生,,
云南-红河,50-200,私营/民营企业,红河州润成企业管理有限公司,,大专学历 ,不限经验,招聘1-5,6.0,4.5,策划文案,,,,娱乐休闲/餐饮/服务,,
云南-德宏,50-200,私营/民营企业,云南瑞和锦程实业股份有限公司,,大专学历 ,不限经验,招聘1-5,6.0,4.5,人事专员,,,,批发零售,,
云南-,10-50,私营/民营企业,鲲鹏建设集团有限公司,,本科学历 ,不限经验,招聘1-5,6.0,4.5,概预算,,,,建筑/房地产/物业/装潢,,
云南-红河,10-50,私营/民营企业,蒙自市天才密码文化传媒有限责任公司,,大专学历 ,不限经验,招聘1-5,0,0,前台,,,,教育/培训/学术/科研,,
山西-临汾,50-200,私营/民营企业,丽江嘉融财务咨询有限公司,,不限学历 ,不限经验,招聘1-5,6.0,4.5,电话销售主管,,,,其他行业,,
云南-昆明,1000,股份制企业,云南中旺旅游有限公司,,大专学历 ,不限经验,招聘1-5,6.0,4.5,企划经理,,,,娱乐休闲/餐饮/服务,,
云南-昆明,10-50,私营/民营企业,昆明南亚华丰门业,,不限学历 ,不限经验,招聘1-5,4.5,3.0,厂区煮饭阿姨,,,,建筑/房地产/物业/装潢,,
天津-天津,50-200,私营/民营企业,成都馨隆皓科技有限公司,,高中学历 ,不限经验,招聘1-5,8.0,6.0,会计助理,,,,贸易/商务/进出口,,
云南-昆明,10-50,私营/民营企业,建水易捷尔教育咨询有限公司,,本科学历 ,不限经验,,6.0,4.5,操作工,,,,教育/培训/学术/科研,,
云南-西双版纳,50-200,私营/民营企业,浦思金融云南分公司,,不限学历 ,不限经验,,4.5,3.0,现场勘察专员（版纳）,,,,金融业/银行,,
云南-曲靖,10-50,私营/民营企业,曲靖市麒麟区五洲石材经营部,,不限学历 ,不限经验,招聘1-5,4.5,3.0,统计员,,,,建筑/建材,,
云南-,1000,私营/民营企业,上海畹町时尚生活用品有限公司,,高中学历 ,不限经验,招聘1-5,4.5,3.0,热风昆明西城COHO店员营业员,,,,批发零售,,
云南-,50-200,私营/民营企业,云南钱坤集团,,不限学历 ,不限经验,,4.5,3.0,客服专员,,,,汽车/摩托车/零配件,,
天津-天津,50-200,私营/民营企业,成都馨隆皓科技有限公司,,高中学历 ,不限经验,招聘5-10,8.0,6.0,采购经理/总监助理,,,,贸易/商务/进出口,,
广东-揭阳,1000,股份制企业,云南盛教教育科技有限公司昭通分公司,,中专学历 ,不限经验,,8.0,6.0,销售人员,,,,教育/培训/学术/科研,,
内蒙古-赤峰,500-1000,,内蒙古鑫远建筑安装工程有限公司,,大专学历 ,不限经验,招聘1-5,0,0,安全员,,,,建筑/房地产/物业/装潢,,
云南-昆明,200-500,股份制企业,乔丹体育云南分公司,,不限学历 ,不限经验,招聘1-5,4.5,3.0,仓库管理员,,,,批发零售,,
云南-玉溪,10-50,私营/民营企业,维高机器人中心,,大专学历 ,不限经验,,6.0,4.5,培训/课程顾问,,,,教育/培训/学术/科研,,
山西-临汾,50-200,私营/民营企业,丽江嘉融财务咨询有限公司,,不限学历 ,不限经验,招聘1-5,4.5,3.0,客户顾问,,,,其他行业,,
云南-玉溪,50-200,私营/民营企业,莎蔓莉莎美容会所,,本科学历 ,不限经验,招聘1-5,6.0,4.5,行政专员/助理,,,,医疗/保健/美容/卫生,,
云南-曲靖,50-200,私营/民营企业,曲靖金正集团,,中专学历 ,不限经验,招聘1-5,3.0,2.0,物业维修,,,,建筑/房地产/物业/装潢,,
天津-天津,50-200,私营/民营企业,成都馨隆皓科技有限公司,,本科学历 ,不限经验,,8.0,6.0,开单员,,,,贸易/商务/进出口,,
云南-,50-200,私营/民营企业,云南昱穹科技有限公司,,本科学历 ,不限经验,招聘1-5,10.0,8.0,销售经理,,,,互联网/电子商务/游戏,,
云南-红河,10-50,集体企业,红河创森高原特色农业开发有限公司,,大专学历 ,不限经验,招聘1-5,8.0,6.0,总工,,,,农/林/牧/副/渔业,,
云南-玉溪,10-50,私营/民营企业,玉溪纬卓会计服务有限公司,,大专学历 ,不限经验,招聘1-5,4.5,3.0,财税管家,,,,其他行业,,
云南-曲靖,1000,,曲靖市沾益区第二中学,,不限学历 ,不限经验,,0,0,高中生物教师,,,,教育/培训/学术/科研,,
云南-,50-200,私营/民营企业,云南炬鑫康利科技服务有限公司,,大专学历 ,不限经验,,4.5,3.0,服务技术专员,,,,生活服务,,
云南-,200-500,私营/民营企业,云南恒飞,,不限学历 ,不限经验,招聘1-5,6.0,4.5,钢结构施工员,,,,建筑/房地产/物业/装潢,,
黑龙江-齐齐哈尔,50-200,私营/民营企业,云南明龙经贸有限公司,,本科学历 ,不限经验,,4.5,3.0,快递操作员,,,,交通/运输/物流/快递,,
天津-天津,200-500,私营/民营企业,乌托童画,,大专学历 ,不限经验,招聘1-5,6.0,4.5,仓库管理员,,,,文体/影视/艺术,,
云南-大理,10-50,私营/民营企业,云南和阅房地产代理有限公司大理分公司,,不限学历 ,不限经验,,3.0,2.0,渠道专员,,,,批发零售,,
云南-昆明,10-50,私营/民营企业,阳睿旅游咨询,,大专学历 ,不限经验,,10.0,8.0,飞猪平台运营,,,,旅游/酒店,,
云南-曲靖,10,私营/民营企业,曲靖市麒麟区凯瑞机械维护厂,,不限学历 ,不限经验,招聘5-10,6.0,4.5,销售主管,,,,机械制造/机电设备/重工业,,
云南-保山,50-200,股份制企业,云南实力物业服务股份有限公司大理分公司,,本科学历 ,不限经验,,3.0,2.0,秩序维护员（腾冲）,,,,建筑/房地产/物业/装潢,,
云南-,10,股份制企业,云南智宝商业运营管理有限公司,,大专学历 ,不限经验,招聘1-5,4.5,3.0,行政人事专员,,,,娱乐休闲/餐饮/服务,,
云南-昆明,10-50,私营/民营企业,桐润装饰,,大专学历 ,不限经验,招聘1-5,4.5,3.0,资料员,,,,建筑/房地产/物业/装潢,,
云南-,10-50,私营/民营企业,云南誉恒食品有限公司,,不限学历 ,不限经验,,4.5,3.0,市场推广员,,,,批发零售,,
云南-文山,50-200,私营/民营企业,文山英茂天惠汽车销售服务有限公司,,大专学历 ,不限经验,招聘1-5,8.0,6.0,行政经理/主管,,,,汽车/摩托车/零配件,,
云南-曲靖,10-50,私营/民营企业,云南世通汽车配件制造有限公司,,不限学历 ,不限经验,招聘1-5,4.5,3.0,生产管理、TS16949执行监督,,,,汽车/摩托车/零配件,,
江西-萍乡,50-200,私营/民营企业,昆公培训云南分校,,不限学历 ,不限经验,,4.5,3.0,培训学校文员,,,,教育/培训/学术/科研,,
云南-,200-500,私营/民营企业,云南家天下建设工程有限公司,,大专学历 ,不限经验,招聘1-5,4.5,3.0,自媒体运营人员,,,,建筑/房地产/物业/装潢,,
山西-临汾,50-200,私营/民营企业,丽江嘉融财务咨询有限公司,,不限学历 ,不限经验,,6.0,4.5,销售主管,,,,其他行业,,
云南-,1000,股份制企业,洲宇建筑设计昆明公司,,本科学历 ,不限经验,,10.0,8.0,建筑施工图设计,,,,建筑/房地产/物业/装潢,,
云南-昆明,1000,股份制企业,云南中旺旅游有限公司,,大专学历 ,不限经验,招聘1-5,6.0,4.5,总经理助理,,,,娱乐休闲/餐饮/服务,,
天津-天津,500-1000,私营/民营企业,成都企昊知科技有限公司,,本科学历 ,不限经验,招聘5-10,8.0,6.0,品管员助理,,,,生产/制造/加工,,
山西-临汾,50-200,私营/民营企业,丽江嘉融财务咨询有限公司,,不限学历 ,不限经验,,6.0,4.5,销售专员,,,,其他行业,,
云南-文山,500-1000,私营/民营企业,车联恒泰汽车销售,,不限学历 ,不限经验,,8.0,6.0,汽车金融专员,,,,汽车/摩托车/零配件,,
云南-红河,1000,集体企业,云南红河投资有限公司,,本科学历 ,不限经验,招聘1-5,4.5,3.0,档案员,,,,建筑/房地产/物业/装潢,,
云南-,10-50,私营/民营企业,云南绿森林装饰工程有限公司,,不限学历 ,不限经验,,8.0,6.0,门店销售,,,,建筑/房地产/物业/装潢,,
云南-昆明,10-50,私营/民营企业,云南中航致远教育信息咨询有限公司,,大专学历 ,不限经验,,4.5,3.0,银行柜员/大堂助理,,,,教育/培训/学术/科研,,
