Jarea,JcomSize,JcomType,Jcompany,Jdb,Jeducation,Jexperience,JhireCount,JmaxSalary,JminSalary,Jname,JpayTimes,Jrequirements,Jsalary,Jtag,Jtype,Jwelfare
云南-昆明,50-200,私营/民营企业,锦康医院,,中专学历 ,不限经验,1-5,0,0,招收银员,,,,医疗/保健/美容/卫生,,
云南-玉溪,50-200,股份制企业,玉溪爱尔眼科医院,,中专学历 ,不限经验,1-5,4.5,3.0,手术室护士,,,,医疗/保健/美容/卫生,,
浙江-丽水,1000,私营/民营企业,云南昆卫教育集团,,本科学历 ,不限经验,1-5,6.0,4.5,网络管理员,,,,教育/培训/学术/科研,,
云南-大理,10-50,私营/民营企业,云南通际环境检测技术有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,实验室分析检测,,,,检验/检测/认证,,
辽宁-阜新,10-50,私营/民营企业,景明大酒店,,高中学历 ,不限经验,,4.5,3.0,酒店前台,,,,旅游/酒店,,
云南-,1000,私营/民营企业,福建速泊停车服务有限公司,,大专学历 ,不限经验,,4.5,3.0,销售专员,,,,生活服务,,
云南-德宏,50-200,私营/民营企业,瑞丽市嘉福房地产开发有限责任公司,,本科学历 ,不限经验,1-5,0,0,测绘/测量,,,,建筑/房地产/物业/装潢,,
云南-曲靖,50-200,私营/民营企业,曲靖金福源企业管理服务有限责任公司,,本科学历 ,不限经验,1-5,4.5,3.0,会计,,,,汽车/摩托车/零配件,,
江苏-镇江,10-50,私营/民营企业,云南双河科技有限公司,,不限学历 ,不限经验,1-5,0,0,软件工程师,,,,检验/检测/认证,,
内蒙古-呼和浩特,500-1000,私营/民营企业,呼和浩特市新途径培训服务有限公司,,本科学历 ,不限经验,50-100,8.0,6.0,公务员考试培训储备讲师（申论方向）,,,,教育/培训/学术/科研,,
云南-大理,50-200,私营/民营企业,上海晨光文具股份有限公司云南分公司,,高中学历 ,不限经验,1-5,4.5,3.0,大理业务代表,,,,批发零售,,
云南-,10-50,私营/民营企业,云南红欣建设工程有限公司,,本科学历 ,10年以上经验,1-5,0,0,工程项目管理/经理,,,,其他行业,,
云南-德宏,50-200,私营/民营企业,德宏锦服实业有限公司,,大专学历 ,不限经验,1-5,15.0,10.0,土建造价师,,,,建筑/房地产/物业/装潢,,
云南-,50-200,私营/民营企业,云南裕隆盛农业科技有限公司,,本科学历 ,不限经验,,4.5,3.0,试吃推广员,,,,农/林/牧/副/渔业,,
云南-大理,50-200,私营/民营企业,大理华星锦业汽车销售服务有限公司,,大专学历 ,不限经验,1-5,0,0,初级销售顾问,,,,汽车/摩托车/零配件,,
云南-昆明,200-500,合资企业,昆明小松印刷,,中专学历 ,不限经验,1-5,0,0,海德堡四色印刷机机长,,,,印刷/包装/造纸/出版,,
黑龙江-大庆,50-200,私营/民营企业,英之联家居,,不限学历 ,不限经验,1-5,8.0,6.0,店面导购,,,,家居/家具/室内设计,,
山西-临汾,10-50,私营/民营企业,昆明盛发工程造价咨询有限公司丽江分公司,,大专学历 ,不限经验,1-5,8.0,6.0,工程监理资料员,,,,建筑/房地产/物业/装潢,,
云南-昆明,50-200,私营/民营企业,云南纳芮龙经贸有限公司,,中专学历 ,不限经验,1-5,6.0,4.5,综合维修工,,,,贸易/商务/进出口,,
云南-玉溪,10-50,私营/民营企业,玉溪市新特科技有限公司,,不限学历 ,不限经验,1-5,3.0,2.0,磨床工,,,,机械制造/机电设备/重工业,,
云南-,10-50,私营/民营企业,云南婴妮婴童用品有限公司,,大专学历 ,不限经验,1-5,6.0,4.5,仓库经理/主管,,,,批发零售,,
广东-揭阳,10-50,私营/民营企业,昭通市煜耀商贸有限公司,,不限学历 ,不限经验,1-5,0,0,区域销售,,,,建筑/房地产/物业/装潢,,
云南-玉溪,200-500,私营/民营企业,云南玉溪华瑞物业服务有限公司,,大专学历 ,不限经验,1-5,6.0,4.5,项目经理,,,,建筑/房地产/物业/装潢,,
云南-文山,10,私营/民营企业,天鉴国际工程管理有限公司,,大专学历 ,不限经验,1-5,0,0,工程项目管理/经理,,,,建筑/房地产/物业/装潢,,
云南-曲靖,50-200,私营/民营企业,曲靖爱尔眼科医院有限公司,,大专学历 ,不限经验,1-5,6.0,4.5,大客户经理,,,,医疗/保健/美容/卫生,,
云南-楚雄,10,私营/民营企业,品尚火鸭,,不限学历 ,不限经验,,3.0,2.0,服务员,,,,娱乐休闲/餐饮/服务,,
内蒙古-呼伦贝尔,10-50,事业单位,北京伯乐英才国际人力资源有限公司,,本科学历 ,不限经验,1-5,8.0,6.0,高薪兼职满洲里代理,,,,人才交流/中介/人力资源,,
云南-大理,500-1000,私营/民营企业,大理佳利集团,,大专学历 ,不限经验,1-5,15.0,10.0,地产主管会计,,,,多元化集团公司,,
云南-红河,10-50,其他,泸西双龍门窗厂,,不限学历 ,不限经验,,3.0,2.0,下单员,,,,建筑/建材,,
海南-儋州,10-50,私营/民营企业,昆明蓝巅科技有限公司,,不限学历 ,不限经验,1-5,0,0,市场拓展,,,,计算机软件业,,
云南-,50-200,私营/民营企业,云南亮云建设工程有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,材料采购员,,,,建筑/房地产/物业/装潢,,
云南-,200-500,私营/民营企业,云南正浩建设工程有限公司,,本科学历 ,不限经验,1-5,4.5,3.0,文化宣传（新媒体运营）,,,,建筑/房地产/物业/装潢,,
云南-昭通,10-50,私营/民营企业,火德红贝贝启蒙幼儿园,,高中学历 ,不限经验,,3.0,2.0,幼儿教师,,,,教育/培训/学术/科研,,
云南-大理,500-1000,股份制企业,云南皇氏来思尔乳业有限公司,,大专学历 ,不限经验,,4.5,3.0,维修人员（大理）,,,,快速消费品,,
云南-,50-200,私营/民营企业,云南中企建设有限公司,,不限学历 ,应届毕业生经验,,4.5,3.0,施工员,,,,建筑/房地产/物业/装潢,,
云南-,10-50,私营/民营企业,昆明丰图经贸有限公司,,高中学历 ,不限经验,1-5,6.0,4.5,仓库主管,,,,批发零售,,
云南-昆明,10-50,私营/民营企业,昆明道诚钢模板制造有限公司,,大专学历 ,不限经验,1-5,6.0,4.5,设计,,,,其他行业,,
云南-昆明,50-200,私营/民营企业,锦康医院,,中专学历 ,不限经验,1-5,0,0,理疗师,,,,医疗/保健/美容/卫生,,
云南-玉溪,50-200,私营/民营企业,云南景兰文旅集团,,大专学历 ,不限经验,1-5,0,0,招商主管,,,,娱乐休闲/餐饮/服务,,
天津-天津,50-200,私营/民营企业,昆明金帆博大工贸有限公司,,高中学历 ,不限经验,,8.0,6.0,团购业务员,,,,贸易/商务/进出口,,
云南-丽江,10-50,私营/民营企业,环亚培训,,大专学历 ,不限经验,1-5,4.5,3.0,会计,,,,教育/培训/学术/科研,,
云南-,10-50,私营/民营企业,昆明昭盛房地产经纪有限公司,,高中学历 ,不限经验,1-5,20.0,15.0,房产店长/经理,,,,建筑/房地产/物业/装潢,,
云南-,10-50,私营/民营企业,昆明昭盛房地产经纪有限公司,,高中学历 ,不限经验,,10.0,8.0,招聘专员/助理,,,,建筑/房地产/物业/装潢,,
云南-,50-200,其他,云南耀兴卓越技工学校,,本科学历 ,不限经验,,4.5,3.0,小、初、高语文/英语/数学教师,,,,教育/培训/学术/科研,,
内蒙古-乌海,10-50,事业单位,北京伯乐英才国际人力资源有限公司,,本科学历 ,不限经验,1-5,8.0,6.0,高薪兼职乌海代理,,,,人才交流/中介/人力资源,,
云南-玉溪,1000,股份制企业,玉溪立华汽车销售有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,保险专员,,,,汽车/摩托车/零配件,,
云南-昭通,50-200,私营/民营企业,云南朔铭电力工程有限公司,,本科学历 ,不限经验,1-5,4.5,3.0,造价员,,,,电力/水利/能源/矿产,,
云南-大理,10,私营/民营企业,大理智通商贸有限公司,,不限学历 ,不限经验,1-5,3.0,2.0,技术员,,,,农/林/牧/副/渔业,,
云南-,200-500,私营/民营企业,鸭爪爪,,大专学历 ,不限经验,1-5,4.5,3.0,会计,,,,娱乐休闲/餐饮/服务,,
辽宁-阜新,10-50,私营/民营企业,月亮眼西餐厅酒吧书吧,,不限学历 ,不限经验,1-5,3.0,2.0,学徒,,,,娱乐休闲/餐饮/服务,,
云南-昆明,50-200,私营/民营企业,云南康舒源药业有限公司,,不限学历 ,不限经验,,6.0,4.5,医药代表,,,,批发零售,,
云南-,10-50,私营/民营企业,昆明徕福皮革护理有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,客服,,,,农/林/牧/副/渔业,,
云南-楚雄,10-50,私营/民营企业,楚雄仟尚装饰工程有限公司,,大专学历 ,不限经验,1-5,3.0,2.0,前台,,,,建筑/房地产/物业/装潢,,
云南-昆明,200-500,私营/民营企业,昆明市西山区滇鹏高级中学,,中专学历 ,不限经验,,4.5,3.0,文员,,,,教育/培训/学术/科研,,
云南-普洱,500-1000,合资企业,云南思茅山水铜业有限公司,,本科学历 ,应届毕业生经验,1-5,8.0,6.0,采矿工程,,,,电力/水利/能源/矿产,,
云南-玉溪,10-50,私营/民营企业,玉溪市新特科技有限公司,,不限学历 ,不限经验,1-5,0,0,车床工,,,,机械制造/机电设备/重工业,,
江西-萍乡,50-200,私营/民营企业,昆明市盘龙区众润教育培训学校,,本科学历 ,不限经验,1-5,6.0,4.5,人力行政专员,,,,教育/培训/学术/科研,,
云南-红河,10-50,私营/民营企业,康宝特健身器材有限公司,,中专学历 ,不限经验,1-5,6.0,4.5,导购员（南湖荟）,,,,批发零售,,
辽宁-阜新,500-1000,私营/民营企业,云南汇成建筑工程有限公司,,不限学历 ,不限经验,1-5,30.0,20.0,市政项目经理,,,,建筑/房地产/物业/装潢,,
云南-西双版纳,50-200,私营/民营企业,西双版纳港埠商务有限公司,,大专学历 ,不限经验,1-5,10.0,8.0,人力资源总监,,,,贸易/商务/进出口,,
云南-西双版纳,1000,私营/民营企业,西双版纳大兴有限责任公司,,本科学历 ,不限经验,,0,0,收银员（老大兴）,,,,批发零售,,
云南-西双版纳,50-200,私营/民营企业,西双版纳宝鼎置业有限公司,,大专学历 ,不限经验,1-5,0,0,策划经理,,,,建筑/房地产/物业/装潢,,
内蒙古-呼和浩特,500-1000,私营/民营企业,呼和浩特市新途径培训服务有限公司,,本科学历 ,不限经验,50-100,8.0,6.0,公务员考试培训储备讲师（数量资料方向）,,,,教育/培训/学术/科研,,
云南-,50-200,私营/民营企业,云南中企建设有限公司,,大专学历 ,不限经验,1-5,8.0,6.0,行政经理/主管,,,,建筑/房地产/物业/装潢,,
天津-天津,50-200,私营/民营企业,云南耀兴房地产开发经营（集团）有限公司,,大专学历 ,不限经验,1-5,8.0,6.0,造价师/预算师,,,,建筑/房地产/物业/装潢,,
内蒙古-乌兰察布市,10-50,事业单位,北京伯乐英才国际人力资源有限公司,,本科学历 ,不限经验,1-5,8.0,6.0,高薪兼职乌兰察布代理,,,,人才交流/中介/人力资源,,
广东-深圳,1000,私营/民营企业,深圳市升阳升环境产业集团有限公司,,本科学历 ,不限经验,,5.5,4.5,集训聘储备干部+一对一导师带教（集团）,,,,环保,,"五险一金, 带薪年假"
云南-昆明,200-500,股份制企业,震安科技股份有限公司,,大专学历 ,不限经验,1-5,6.0,4.5,理化实验分析员,,,,其他行业,,
广东-清远,50-200,股份制企业,北京龙发建筑装饰工程有限公司昆明分公司,,大专学历 ,不限经验,1-5,15.0,10.0,工程部经理,,,,建筑/房地产/物业/装潢,,
广东-广州,200-500,私营/民营企业,云南景航人力资源管理有限公司,,不限学历 ,不限经验,,6.0,4.5,行政接待,,,,人才交流/中介/人力资源,,
云南-曲靖,10-50,私营/民营企业,曲靖传丰食品有限公司,,不限学历 ,不限经验,1-5,6.0,4.5,电子商务专员,,,,快速消费品,,
海南-儋州,10-50,私营/民营企业,昆明蓝巅科技有限公司,,不限学历 ,不限经验,1-5,0,0,市场策划,,,,计算机软件业,,
云南-,1000,外商独资企业,昆明统一企业食品有限公司,,中专学历 ,不限经验,1-5,4.5,3.0,销售服务,,,,快速消费品,,
云南-大理,10-50,私营/民营企业,大理市苍洱秀节能环保技术推广有限公司,,本科学历 ,不限经验,1-5,6.0,4.5,汽车装配工艺工程师,,,,环保,,
云南-,50-200,私营/民营企业,英曼教育集团,,大专学历 ,不限经验,1-5,15.0,10.0,顾问主管,,,,教育/培训/学术/科研,,
云南-楚雄,10-50,私营/民营企业,洪牛商贸,,中专学历 ,不限经验,,8.0,6.0,业务经理,,,,互联网/电子商务/游戏,,
云南-大理,500-1000,股份制企业,云南皇氏来思尔乳业有限公司,,中专学历 ,不限经验,1-5,3.0,2.0,设备维修员,,,,快速消费品,,
黑龙江-大庆,50-200,私营/民营企业,英之联家居,,不限学历 ,不限经验,1-5,8.0,6.0,销售人员,,,,家居/家具/室内设计,,
云南-,10-50,私营/民营企业,云南宝中国际旅行社有限公司法苑小区门市,,不限学历 ,不限经验,,8.0,6.0,送餐骑手,,,,旅游/酒店,,
云南-楚雄,10-50,集体企业,楚雄市城乡投科技发展有限责任公司,,本科学历 ,不限经验,1-5,4.5,3.0,公关经理/行政,,,,建筑/房地产/物业/装潢,,
云南-,10-50,私营/民营企业,云南滇铎建设工程有限公司,,不限学历 ,不限经验,1-5,0,0,现场施工员,,,,建筑/房地产/物业/装潢,,
云南-昆明,10-50,私营/民营企业,云南乡土公社电子商务有限公司,,本科学历 ,不限经验,1-5,0,0,电子商务运营经理,,,,互联网/电子商务/游戏,,
云南-大理,500-1000,股份制企业,云南皇氏来思尔乳业有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,销售会计（大理）,,,,快速消费品,,
云南-,10-50,集体企业,陆良建筑,,大专学历 ,不限经验,1-5,0,0,安装施工管理员,,,,建筑/房地产/物业/装潢,,
天津-天津,50-200,私营/民营企业,昆明爱丁堡商贸有限公司,,不限学历 ,不限经验,,6.0,4.5,adb母婴用品馆销售人员,,,,批发零售,,
云南-,10-50,私营/民营企业,昆明芝兰葫芦丝艺术教育中心,,大专学历 ,不限经验,1-5,4.5,3.0,竹笛教师,,,,教育/培训/学术/科研,,
云南-大理,50-200,私营/民营企业,大理阳光贝贝,,不限学历 ,不限经验,,4.5,3.0,皮肤管理师,,,,批发零售,,
云南-大理,200-500,股份制企业,大理福门置业有限公司,,大专学历 ,不限经验,,0,0,水电工程师,,,,建筑/房地产/物业/装潢,,
云南-曲靖,50-200,私营/民营企业,曲靖万硕资本管理有限责任公司,,不限学历 ,不限经验,,4.5,3.0,洗车工,,,,其他行业,,
云南-楚雄,10-50,私营/民营企业,楚雄市禧灯商贸有限公司,,高中学历 ,不限经验,5-10,8.0,6.0,销售代表,,,,建筑/建材,,
云南-昆明,500-1000,合资企业,昆明百事可乐饮料有限公司,,本科学历 ,不限经验,1-5,4.5,3.0,百事可乐昆明（盘龙、官渡）销业代,,,,快速消费品,,
浙江-绍兴,10-50,私营/民营企业,浙江华灵环境科技有限公司,,不限学历 ,不限经验,,0,0,环境影响评价工程技术人员,,,,环保,,"五险一金, 全勤奖, 带薪年假, 通讯补贴, 高温补贴, 销售奖金"
云南-西双版纳,200-500,私营/民营企业,西双版纳海诚旅游发展有限公司,,大专学历 ,不限经验,1-5,15.0,10.0,销售主管,,,,旅游/酒店,,
云南-昆明,10-50,私营/民营企业,睿叮儿童图书馆,,大专学历 ,不限经验,5-10,8.0,6.0,阅读指导师,,,,教育/培训/学术/科研,,
云南-,10-50,私营/民营企业,昆明昭盛房地产经纪有限公司,,不限学历 ,不限经验,,8.0,6.0,房产店员/助理,,,,建筑/房地产/物业/装潢,,
云南-,1000,其他,云南高创人才服务有限公司,,大专学历 ,不限经验,5-10,4.5,3.0,大堂引导 兼职,,,,人才交流/中介/人力资源,,
内蒙古-通辽,10-50,事业单位,北京伯乐英才国际人力资源有限公司,,本科学历 ,不限经验,1-5,8.0,6.0,高薪兼职通辽代理,,,,人才交流/中介/人力资源,,
云南-文山,200-500,私营/民营企业,云南纬韵服饰有限公司,,不限学历 ,不限经验,,4.5,3.0,女装导购（文山）,,,,纺织品业,,
河北-承德,10-50,私营/民营企业,云南卓宁企业管理有限公司,,不限学历 ,不限经验,1-5,15.0,10.0,渠道经理,,,,其他行业,,
云南-,1000,私营/民营企业,云南易达行房地产经纪有限公司,,不限学历 ,不限经验,,4.5,3.0,电话销售,,,,建筑/房地产/物业/装潢,,
云南-,10-50,私营/民营企业,云南炬坤企业管理有限公司,,不限学历 ,不限经验,,15.0,10.0,销售代表,,,,广告/公关/设计/市场/会展,,
云南-,1000,私营/民营企业,首盛建设集团,,不限学历 ,不限经验,1-5,6.0,4.5,商务司机,,,,建筑/房地产/物业/装潢,,
云南-,10-50,私营/民营企业,昆明昭盛房地产经纪有限公司,,高中学历 ,不限经验,,10.0,8.0,房产客服,,,,建筑/房地产/物业/装潢,,
江西-萍乡,50-200,私营/民营企业,傲拓道（北京）人力资源服务有限公司昆明分公司,,本科学历 ,不限经验,1-5,0,0,出纳,,,,人才交流/中介/人力资源,,
云南-西双版纳,50-200,私营/民营企业,云南景兰文旅集团,,大专学历 ,不限经验,1-5,4.5,3.0,人力资源专员/助理,,,,娱乐休闲/餐饮/服务,,
云南-德宏,200-500,私营/民营企业,重庆晓月物业管理有限公司盈江分公司,,大专学历 ,不限经验,1-5,6.0,4.5,营销策划专员,,,,建筑/房地产/物业/装潢,,
云南-昆明,10,私营/民营企业,昆明老槐树婚介服务有限公司,,大专学历 ,不限经验,1-5,4.5,3.0,行政前台/出纳,,,,人才交流/中介/人力资源,,
